question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
43,Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?,0 pencils,"Day 1: 10 - 2 = 8 pencils
Day 2: 8 - 2 = 6 pencils
Day 3: 6 - 2 = 4 pencils
Day 4: 4 - 2 = 2 pencils
Day 5: 2 - 2 = 0 pencils","Solve the following math problem: Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?
Answer: On the first day, Mike has 10 pencils. On the second day, he gives away 2 pencils, so he has 10 - 2 = 8 pencils left. On the third day, he gives away 2 pencils again, so he has 8 - 2 = 6 pencils left. On the fourth day, he gives away 2 pencils again, so he has 6 - 2 = 4 pencils left. On the fifth day, he gives away 2 pencils again, so he has 4 - 2 = 2 pencils left. Therefore, Mike will have 2 pencils after",Simple Equations,Easy,3
44,A notebook costs $4.50. How much will 5 notebooks cost?,$22.50,5 notebooks * $4.50/notebook = $22.50,"Solve the following math problem: A notebook costs $4.50. How much will 5 notebooks cost?
Answer: To find the total cost of 5 notebooks, we need to multiply the cost of one notebook by the number of notebooks. 

Cost of one notebook = $4.50
Number of notebooks = 5

Total cost = $4.50 x 5 = $22.50

Therefore, 5 notebooks will cost $22.50.",Basic Arithmetic,Easy,3
45,"Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?",12 years old,Tom = Jack's age - 3 = 15 - 3 = 12,"Solve the following math problem: Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?
Answer: Let's use algebra to solve this problem. Let T be Tom's age. Then we know that T = J - 3, where J is Jack's age. We also know that J = 15. Substituting J = 15 into the first equation, we get T = 15 - 3 = 12. Therefore, Tom is 12 years old.
The answer is 12.",Age Problems (Basic),Easy,6
46,A car travels at 50 miles per hour. How far does it travel in 4 hours?,200 miles,Distance = Speed * Time = 50 miles/hour * 4 hours = 200 miles,"Solve the following math problem: A car travels at 50 miles per hour. How far does it travel in 4 hours?
Answer: To find the distance traveled by the car, we need to multiply its speed by the time it traveled. 
Distance = Speed x Time 
Distance = 50 miles/hour x 4 hours 
Distance = 200 miles 
Therefore, the answer is 200 miles.",Distance-Rate-Time,Easy,5
47,John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?,John has 55 dollars and Mike has 35 dollars,"Let Mike's dollars = x
John's dollars = x + 20
x + (x + 20) = 90
2x + 20 = 90
2x = 70
x = 35
John = 55, Mike = 35","Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer: Let's use algebra to solve this problem. Let x be the amount of money that Mike has. Then, John has x + 20 dollars. Together, they have 90 dollars, so we can write the equation:
x + (x + 20) = 90
Simplifying and solving for x, we get:
2x + 20 = 90
2x = 70
x = 35
Therefore, Mike has 35 dollars and John has 55 dollars.
The answer is: Mike has 35 dollars and John has 55 dollars.",Equations with Two Variables,Medium,15
48,"A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?",8 liters of salt,Amount of salt = 40% of 20 liters = 0.4 * 20 = 8 liters,"Solve the following math problem: A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?
Answer: To find the amount of salt in the solution, we need to calculate 40% of 20 liters. 

Step 1: Convert the percentage to a decimal by dividing it by 100. 40% becomes 0.40.

Step 2: Multiply the decimal by the total volume of the solution. 0.40 * 20 liters = 8 liters.

Therefore, there are 8 liters of salt in the solution.

The answer is 8 liters.",Mixture Problems,Medium,6
49,A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?,6 hours,"Rate of car = 1/1.5 distance/hour, Rate of bike = 1/x distance/hour
Together: 1/1.5 + 1/x = 1/2
Solve for x = 6 hours","Solve the following math problem: A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?
Answer: Let's assume that the distance is D and the bike takes T hours to cover it alone. Then, we can create the following equations based on the given information:

1. The car and bike together can cover the distance in 2 hours:
D = (1/2)(D/1.5 + D/T)

2. The car alone can cover the distance in 1.5 hours:
D = (2/3)(D/1.5)

Simplifying equation 2, we get:
D = 4/3D
Multiplying both sides by 3/4, we get:
D = 3/4D

Substitut",Work Problems,Medium,2
50,"In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?",7 years old,"Let Anna's current age = x
In 3 years, Anna's age = x + 3
5 years ago, Anna's age = x - 5
x + 3 = 3(x - 5)
x + 3 = 3x - 15
x = 7","Solve the following math problem: In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?
Answer: Let's represent Anna's current age as x.

According to the problem, in 3 years, Anna will be three times as old as she was 5 years ago. We can write this as:

x + 3 = 3(x - 5)

Now, we need to solve for x:

x + 3 = 3x - 15
15 + 3 = 3x - x
18 = 2x
x = 9

The answer is Anna is 9 years old now.",Age Problems (Complex),Medium,5
51,A laptop is priced at $900 with a 20% discount. What is the sale price?,$720,Sale price = $900 * (1 - 0.20) = $900 * 0.80 = $720,"Solve the following math problem: A laptop is priced at $900 with a 20% discount. What is the sale price?
Answer: To find the sale price, we need to calculate the discount amount first. The discount amount is 20% of $900, which is equal to $180. 

To find the sale price, we subtract the discount amount from the original price: 

Sale Price = Original Price - Discount Amount 
Sale Price = $900 - $180 
Sale Price = $720 

Therefore, the sale price of the laptop is $720.",Percentage Problems,Easy,2
52,A car travels 100 miles in 2 hours. What is the average speed?,50 miles per hour,Speed = Distance / Time = 100 miles / 2 hours = 50 miles per hour,"Solve the following math problem: A car travels 100 miles in 2 hours. What is the average speed?
Answer: The average speed is the distance traveled divided by the time taken. Therefore, the average speed is 50 miles per hour.",Distance-Rate-Time,Easy,14
53,"Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?",$75,"Total = 3 * $30 = $90
Discount = $15
Final amount = $90 - $15 = $75","Solve the following math problem: Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?
Answer: To find the total cost, we need to multiply the price of each shirt by the number of shirts and then subtract the discount. 

The price of each shirt is $30 and Jack buys 3 shirts, so the total cost before the discount is $30 * 3 = $90. 

The discount is $15, so we subtract that from the total cost: $90 - $15 = $75. 

Therefore, Jack pays $75 for the 3 shirts after applying the discount.

The answer is $75.",Simple Equations,Easy,1
54,A square has a side length of 6 meters. What is its area?,36 square meters,Area = side^2 = 6^2 = 36 square meters,"Solve the following math problem: A square has a side length of 6 meters. What is its area?
Answer: To find the area of the square, we can use the formula Area = side^2. In this case, the side length is 6 meters. So, we can calculate the area as follows:
Area = 6^2 = 36 square meters.
The answer is 36 square meters.",Geometry,Easy,10
55,"Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?","Tom has 60 books, Lisa has 20 books","Let Lisa's books = x
Tom's books = 3x
x + 3x = 80
4x = 80
x = 20, 3x = 60","Solve the following math problem: Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?
Answer: Let's assume that Lisa has x books. Since Tom has 3 times as many books as Lisa, Tom has 3x books.
According to the given information, the total number of books they have is 80. Therefore, we can write the equation:
x + 3x = 80
Combining like terms, we get:
4x = 80
Dividing both sides of the equation by 4, we find:
x = 20
So, Lisa has 20 books, and since Tom has 3 times as many books, he has 3 * 20 = 60 books.
The answer is Lisa has 20 books",Equations with Two Variables,Medium,11
56,"A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?","$138,000","New revenue = $120,000 * (1 + 0.15) = $120,000 * 1.15 = $138,000","Solve the following math problem: A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?
Answer: To find this year’s revenue, we need to calculate 15% of last year’s revenue and add it to last year’s revenue.

Step 1: Calculate 15% of last year’s revenue.
15% of $120,000 = (15/100) * $120,000 = $18,000

Step 2: Add the calculated amount to last year’s revenue.
This year’s revenue = $120,000 + $18,000 = $138,000

Therefore, this year’s revenue is",Percentage Problems,Medium,3
57,A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?,280 miles,Distance = Speed * Time = 80 miles/hour * 3.5 hours = 280 miles,"Solve the following math problem: A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?
Answer: To solve this problem, we can use the formula Distance = Speed x Time.
Distance = 80 miles/hour x 3.5 hours
Distance = 280 miles
Therefore, the train will travel 280 miles in 3.5 hours.",Distance-Rate-Time,Medium,6
58,"A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?","Length = 20 meters, Width = 10 meters","Let width = w, length = 2w
Perimeter = 2(l + w) = 60
2(2w + w) = 60
6w = 60
w = 10, l = 20","Solve the following math problem: A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?
Answer: Let's call the width of the rectangle ""x"". Since the length is twice the width, we know that the length is ""2x"". 

The perimeter of a rectangle is the sum of all its sides, so we can write an equation: 

Perimeter = 2(length + width)

Substituting in our values: 

60 = 2(2x + x)

60 = 2(3x)

30 = 3x

x = 10 

So the width of the rectangle is 10 meters, and the length is twice that, or 20 meters. 

The answer",Geometry,Medium,11
59,"A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?",12 liters of salt,Amount of salt = 30% of 40 liters = 0.30 * 40 = 12 liters,"Solve the following math problem: A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?
Answer: To find the amount of salt in the solution, we need to calculate 30% of 40 liters.
30% of 40 liters = (30/100) * 40 = 0.3 * 40 = 12 liters
Therefore, there are 12 liters of salt present in the solution.
The answer is 12 liters.",Mixture Problems,Medium,9
60,Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?,18 hours,"Rate of Pipe A = 1/9 tanks/hour, Rate of Pipe B = 1/x tanks/hour
Together: 1/9 + 1/x = 1/6
Solve for x = 18 hours","Solve the following math problem: Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?
Answer: Let the time taken by Pipe B to fill the tank alone be $x$ hours. Then, we can set up the following equation based on the work rates:
$$\frac{1}{9}+\frac{1}{x}=\frac{1}{6}$$
Multiplying both sides by $54x$ (the least common multiple of $9$, $x$, and $6$) gives us:
$$6x+54=9x$$
Simplifying the equation gives us:
$$3x=54$$
Therefore, $x=18$. Thus, Pipe B can fill the tank alone in $\boxed{18}$ hours.",Work Problems,Medium,3
61,"A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?",4 Bag A and 6 Bag B,"Let number of Bag A = x and number of Bag B = y
x + y = 10
50x + 30y = 400
Solve system of equations","Solve the following math problem: A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?
Answer: Let $x$ be the number of Bag A sold and $y$ be the number of Bag B sold. We can create a system of equations based on the given information:
\begin{align*}
x+y &= 10 \\
50x+30y &= 400 \\
\end{align*}
We can solve for $x$ in the first equation to get $x = 10-y$. Substituting this into the second equation, we get $50(10-y) + 30y = 400$. Simplifying, we get $200-20y=400$, which gives us $y",Systems of Equations,Hard,6
62,"The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?",30 cats and 40 dogs,"Let cats = 3x, dogs = 4x
Total = 3x + 4x = 70
7x = 70
x = 10
Cats = 3 * 10 = 30, Dogs = 4 * 10 = 40","Solve the following math problem: The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?
Answer: Let's call the number of cats in the shelter ""3x"" and the number of dogs ""4x"". We know that the total number of animals is 70, so we can set up an equation:
3x + 4x = 70
Combining like terms, we get:
7x = 70
Dividing both sides by 7, we get:
x = 10
Now we can find the number of cats and dogs by plugging in x:
Number of cats = 3x = 3(10) = 30
Number of dogs = 4x = 4(10) = 40
Therefore,",Ratio and Proportion Problems,Medium,7
63,"A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?",6.86 hours,"Rate of Machine 1 = 1/12 tasks/hour, Rate of Machine 2 = 1/16 tasks/hour
Together: 1/12 + 1/16 = 7/48
Time = 1 / (7/48) = 6.86 hours","Solve the following math problem: A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?
Answer: Let x be the time it takes for both machines to complete the task working together. Then, we can set up the equation:
1/12 + 1/16 = 1/x
Multiplying both sides by the least common multiple of 12 and 16, which is 48, we get:
4/48 + 3/48 = 1/x
7/48 = 1/x
Multiplying both sides by x, we get:
x = 48/7 hours
Therefore, it will take approximately 6.86 hours for the two machines to complete the task working together. The answer is 48/",Work Problems,Hard,3
64,"A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?","Length = 20 meters, Width = 10 meters","Let width = w, length = w + 10
Area = l * w = 200
(w + 10)w = 200
Solve quadratic equation","Solve the following math problem: A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?
Answer: Let the width of the garden be $w$ meters. Then, the length of the garden is $w+10$ meters. We know that the area of the garden is 200 square meters, so we can set up the equation:

$$w(w+10) = 200$$

Expanding the left side, we get:

$$w^2 + 10w = 200$$

Subtracting 200 from both sides, we get:

$$w^2 + 10w - 200 = 0$$

Now we can solve for $w$ using the quadratic formula:",Quadratic Equations,Hard,11
65,"A man invests $5,000 at 6% annual interest, compounded annually. How much will he have after 3 years?","$5,955.08","A = P(1 + r/n)^(nt)
A = 5000(1 + 0.06/1)^(1*3)
A = 5000(1.06)^3 = $5,955.08","Solve the following math problem: A man invests $5,000 at 6% annual interest, compounded annually. How much will he have after 3 years?
Answer: Using the formula for compound interest, we have:

$A=P(1+\frac{r}{n})^{nt}$

where A is the amount after t years, P is the principal, r is the annual interest rate, n is the number of times the interest is compounded per year, and t is the number of years.

Plugging in the given values, we have:

A = $5,000(1+\frac{0.06}{1})^{1(3)}$

A = $5,000(1.06)^3$

A = $5,000(1.191016",Investment Problems,Medium,3
66,"The perimeter of a triangle is 36 meters. One side is twice the length of the shortest side, and the third side is 4 meters longer than the shortest side. Find the lengths of all sides.","8 meters, 16 meters, and 12 meters","Let shortest side = x
Second side = 2x, Third side = x + 4
x + 2x + (x + 4) = 36
Solve for x = 8","Solve the following math problem: The perimeter of a triangle is 36 meters. One side is twice the length of the shortest side, and the third side is 4 meters longer than the shortest side. Find the lengths of all sides.
Answer: Let the shortest side of the triangle be $x$. Then the second side is $2x$, and the third side is $x+4$. Using the fact that the perimeter of a triangle is the sum of its sides, we can write an equation:
$$x + 2x + (x+4) = 36.$$
Simplifying the equation, we get:
$$4x + 4 = 36.$$
Subtracting 4 from both sides, we get:
$$4x = 32.$$
Dividing by 4, we get:
$$x = 8.$$
Therefore, the shortest side of the triangle is",Geometry,Medium,9
67,"A car's value decreases by 20% per year. If the car is currently worth $12,000, what will its value be after 3 years?","$6,144","Value = 12000 * (1 - 0.20)^3 = 12000 * 0.80^3 = $6,144","Solve the following math problem: A car's value decreases by 20% per year. If the car is currently worth $12,000, what will its value be after 3 years?
Answer: To find the value of the car after 3 years, we need to apply the percentage decrease formula. The formula for calculating the value after a percentage decrease is:

New Value = Initial Value * (1 - Percentage Decrease)

In this case, the initial value is $12,000, and the percentage decrease is 20% or 0.20. We will apply this formula for 3 years.

Year 1:
New Value = $12,000 * (1 - 0.20) = $12,000 * 0.80 = $9,600

Year 2:",Depreciation Problems,Medium,1
68,"Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?",100 miles,"Distance north = 60 * 2 = 120 miles
Distance east = 80 * 2 = 160 miles
Use Pythagorean theorem: Distance = sqrt(120^2 + 160^2) = 100 miles","Solve the following math problem: Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?
Answer: We can use the Pythagorean theorem to solve this problem. Let's call the distance between the two trains ""d"". After 2 hours, the northbound train will have traveled 120 miles (60 mph x 2 hours) and the eastbound train will have traveled 160 miles (80 mph x 2 hours). We can use these distances to form a right triangle with the distance between the two trains as the hypotenuse. Using the Pythagorean theorem, we get:

d^2 = 120^2 + 160^2
d^2 = 14400 + 2560",Pythagorean Theorem,Hard,3
69,"A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?",$825,"Regular pay = 40 * $15 = $600
Overtime pay = 10 * $22.50 = $225
Total earnings = $600 + $225 = $825","Solve the following math problem: A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?
Answer: The worker worked 40 regular hours and 10 overtime hours. The total earnings for regular hours are $15/hour x 40 hours = $600. The total earnings for overtime hours are $22.50/hour x 10 hours = $225. Therefore, the worker earned $600 + $225 = $825 in one week.",Wage Problems,Medium,2
70,A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?,2 miles per hour,"Let boat speed in still water = b, current speed = c
Downstream speed = b + c = 30/3 = 10 mph
Upstream speed = b - c = 30/5 = 6 mph
Solve for c = 2 mph","Solve the following math problem: A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?
Answer: Let's assume the speed of the boat is B mph and the speed of the current is C mph.

When the boat travels downstream, it benefits from the speed of the current, so the effective speed is B + C mph. We are given that the boat travels 30 miles downstream in 3 hours, so we can set up the equation:

30 = (B + C) * 3

When the boat travels upstream, it has to overcome the speed of the current, so the effective speed is B - C mph. We are given that the boat travels 30 miles upstream in 5 hours, so we can set up another equation:",Current-Speed Problems,Medium,4
71,"A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?","$1,050","Savings = 100% - 40% - 25% = 35% of income
Savings = 35% * 3000 = $1,050","Solve the following math problem: A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?
Answer: The amount spent on rent is 40% of $3,000 = $1,200. The amount spent on food is 25% of $3,000 = $750. Therefore, the total amount spent on rent and food is $1,200 + $750 = $1,950. The amount saved is the difference between their income and the amount spent on rent and food, which is $3,000 - $1,950 = $1,050. Therefore, the family saves $1,050 per month.",Percentage Problems,Easy,2
72,The sum of three consecutive even numbers is 72. What are the numbers?,"22, 24, and 26","Let numbers = x, x + 2, x + 4
x + (x + 2) + (x + 4) = 72
3x + 6 = 72
Solve for x = 22","Solve the following math problem: The sum of three consecutive even numbers is 72. What are the numbers?
Answer: Let's call the first even number x. Since the numbers are consecutive even numbers, the second even number would be x + 2, and the third even number would be x + 4. 

According to the problem, the sum of the three numbers is 72. So, we can write the equation as:
x + (x + 2) + (x + 4) = 72

Simplifying the equation:
3x + 6 = 72

Subtracting 6 from both sides:
3x = 66

Dividing both sides by 3:
x = 22

So, the first even",Consecutive Numbers,Medium,4
73,A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?,160 units,"Rate of production = 100/5 = 20 units per hour
Units in 8 hours = 20 * 8 = 160 units","Solve the following math problem: A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?
Answer: To solve this problem, we can use the concept of proportional relationships. We know that the factory can produce 100 units in 5 hours. This means that the rate of production is 100/5 = 20 units per hour. To find out how many units the factory can produce in 8 hours, we can use the formula:

number of units = rate of production x time

Plugging in the values, we get:

number of units = 20 units/hour x 8 hours
number of units = 160 units

Therefore, the factory can produce 160 units in 8 hours. The answer is 160",Proportion Problems,Easy,3
74,A student scores 85% on a test with 120 questions. How many questions did they answer correctly?,102 questions,Correct answers = 85% of 120 = 0.85 * 120 = 102,"Solve the following math problem: A student scores 85% on a test with 120 questions. How many questions did they answer correctly?
Answer: To solve the problem, we can use the formula:
Number of questions answered correctly = Total number of questions x Percentage score
Substituting the given values, we get:
Number of questions answered correctly = 120 x 0.85
Number of questions answered correctly = 102
Therefore, the student answered 102 questions correctly.",Percentage Problems,Easy,5
75,"A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?",$160,"Interest = Principal * Rate * Time
Interest = 2000 * 0.04 * 2 = $160","Solve the following math problem: A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?
Answer: To calculate the interest earned, we can use the formula for compound interest: 

Interest = Principal x (1 + Interest Rate)^Time - Principal

Given that the principal amount is $2,000, the interest rate is 4% (or 0.04 as a decimal), and the time period is 2 years, we can substitute these values into the formula:

Interest = $2,000 x (1 + 0.04)^2 - $2,000
         = $2,000 x (1.04)^2 - $2,000
         = $2,000 x",Simple Interest Problems,Easy,1
76,A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?,8 cups of sugar,"Ratio of sugar to flour = 2:3
For 12 cups of flour: (2/3) * 12 = 8 cups of sugar","Solve the following math problem: A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?
Answer: To find out how much sugar is needed for 12 cups of flour, we need to use the given ratio of 2 cups of sugar for every 3 cups of flour. We can set up a proportion:

2 cups of sugar / 3 cups of flour = x cups of sugar / 12 cups of flour

Cross-multiplying, we get:

3x = 24
x = 8

Therefore, 8 cups of sugar are needed for 12 cups of flour. The answer is 8 cups.",Ratios,Easy,6
77,"A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?",60 seats,"Filled seats = 300 * 0.80 = 240
Empty seats = 300 - 240 = 60","Solve the following math problem: A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?
Answer: To find the number of empty seats, we need to subtract the number of filled seats from the total number of seats.
Number of filled seats = 80% of 300 = 0.80 * 300 = 240
Number of empty seats = Total number of seats - Number of filled seats = 300 - 240 = 60
Therefore, there are 60 seats that are empty.
The answer is 60.",Percentage Problems,Easy,4
78,A bike costs $200 after a 25% discount. What was the original price?,$266.67,"Let original price = x
x * (1 - 0.25) = 200
x * 0.75 = 200
x = 200 / 0.75 = $266.67","Solve the following math problem: A bike costs $200 after a 25% discount. What was the original price?
Answer: Let x be the original price. Then, after a 25% discount, the price becomes 0.75x. We know that 0.75x = $200. Solving for x, we get x = $266.67. Therefore, the original price was $266.67.
The answer is $266.67.",Percentage Problems,Medium,4
79,A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?,25 bags,Number of bags = 150 / 6 = 25 bags,"Solve the following math problem: A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?
Answer: To find the number of bags the farmer sells, we need to divide the total number of apples by the number of apples in each bag. 

Total number of apples = 150
Number of apples in each bag = 6

To find the number of bags, we divide the total number of apples by the number of apples in each bag:

Number of bags = Total number of apples / Number of apples in each bag
Number of bags = 150 / 6
Number of bags = 25

Therefore, the farmer sells 25 bags of apples.

The answer is 25.",Division,Easy,2
80,"A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?",0.32,"Total balls = 5 + 8 + 7 = 20
Probability of blue = 8 / 20 = 0.32","Solve the following math problem: A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?
Answer: To find the probability of drawing a blue ball, we need to determine the total number of balls and the number of blue balls.

The total number of balls in the box is 5 + 8 + 7 = 20.

The number of blue balls is 8.

Therefore, the probability of drawing a blue ball is 8/20, which simplifies to 2/5.

The answer is 2/5.",Probability,Medium,1
81,A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?,40 miles per hour,Average speed = Distance / Time = 60 miles / 1.5 hours = 40 miles/hour,"Solve the following math problem: A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?
Answer: To find the average speed, we divide the total distance traveled by the total time taken. In this case, the car traveled 60 miles in 1.5 hours. So, the average speed is 60 miles divided by 1.5 hours, which is 40 miles per hour.

The answer is 40 miles per hour.",Distance-Rate-Time,Easy,8
82,"In a class of 30 students, 18 are boys. What fraction of the class are girls?",2/5,"Number of girls = 30 - 18 = 12
Fraction of girls = 12 / 30 = 2/5","Solve the following math problem: In a class of 30 students, 18 are boys. What fraction of the class are girls?
Answer: To find the fraction of the class that are girls, we need to subtract the number of boys from the total number of students and then divide that by the total number of students.

Number of girls = Total number of students - Number of boys
Number of girls = 30 - 18
Number of girls = 12

Fraction of the class that are girls = Number of girls / Total number of students
Fraction of the class that are girls = 12 / 30
Fraction of the class that are girls = 2/5

Therefore, the fraction of the class that are girls is 2/5.

The answer is 2/5.",Fractions,Easy,1
83,"If a train leaves the station traveling at 75 miles per hour, how far will it travel in 4 hours?",300 miles,Distance = Speed * Time = 75 miles/hour * 4 hours = 300 miles,"Solve the following math problem: If a train leaves the station traveling at 75 miles per hour, how far will it travel in 4 hours?
Answer: To solve this problem, we need to use the formula distance = rate x time. In this case, the rate is 75 miles per hour and the time is 4 hours. So, distance = 75 x 4 = 300 miles. Therefore, the train will travel 300 miles in 4 hours. The answer is 300 miles.",Distance-Rate-Time,Easy,4
84,A product originally priced at $50 is marked down by $10. What is the new price?,$40,New price = $50 - $10 = $40,"Solve the following math problem: A product originally priced at $50 is marked down by $10. What is the new price?
Answer: To find the new price, we need to subtract the discount from the original price. The discount is $10, so we subtract it from $50:
$50 - $10 = $40
The new price of the product is $40.
The answer is $40.",Simple Operations,Easy,2
85,A rectangular field has a length of 50 meters and a width of 30 meters. What is the area of the field?,"1,500 square meters","Area = Length * Width = 50 * 30 = 1,500 square meters","Solve the following math problem: A rectangular field has a length of 50 meters and a width of 30 meters. What is the area of the field?
Answer: To find the area of a rectangle, we multiply its length by its width. In this case, the length is 50 meters and the width is 30 meters. So, the area of the field is 50 meters * 30 meters = 1500 square meters.
Therefore, the area of the rectangular field is 1500 square meters.",Geometry,Easy,9
86,"Two numbers add up to 50. If one number is 10 more than the other, what are the numbers?",20 and 30,"Let the smaller number be x, larger number = x + 10
x + (x + 10) = 50
2x + 10 = 50, x = 20","Solve the following math problem: Two numbers add up to 50. If one number is 10 more than the other, what are the numbers?
Answer: Let's call the two numbers x and y. We know that x + y = 50 and that x = y + 10. We can substitute the second equation into the first equation to get (y + 10) + y = 50. Simplifying this equation, we get 2y + 10 = 50. Subtracting 10 from both sides, we get 2y = 40. Dividing both sides by 2, we get y = 20. Now that we know y, we can substitute it back into the equation x = y + 10 to get x = 30. Therefore, the two numbers are",Linear Equations,Medium,3
87,"A bag contains 10 red, 6 blue, and 4 green marbles. If one marble is drawn at random, what is the probability it is not blue?",0.80,"Total marbles = 10 + 6 + 4 = 20
Non-blue marbles = 10 + 4 = 14
Probability = 14 / 20 = 0.80","Solve the following math problem: A bag contains 10 red, 6 blue, and 4 green marbles. If one marble is drawn at random, what is the probability it is not blue?
Answer: The total number of marbles in the bag is 10 + 6 + 4 = 20. The number of marbles that are not blue is 10 + 4 = 14. Therefore, the probability of drawing a marble that is not blue is 14/20 or 7/10. The answer is 7/10.",Probability,Medium,2
88,A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?,12 miles per hour,Average speed = Distance / Time = 24 miles / 2 hours = 12 miles/hour,"Solve the following math problem: A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?
Answer: To find the average speed, we need to divide the total distance by the total time. In this case, the total distance is 24 miles and the total time is 2 hours. Therefore, the average speed is:

Average speed = Total distance ÷ Total time
Average speed = 24 miles ÷ 2 hours
Average speed = 12 miles per hour

The answer is 12 miles per hour.",Distance-Rate-Time,Easy,7
89,"A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend?",$23,Total cost = (5 * 3) + (4 * 2) = 15 + 8 = $23,"Solve the following math problem: A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend?
Answer: To find the total amount spent, we need to calculate the cost of the notebooks and the pens separately and then add them together.

The cost of 5 notebooks is 5 * $3 = $15.
The cost of 4 pens is 4 * $2 = $8.

Adding the cost of notebooks and pens, the student spends $15 + $8 = $23.

Therefore, the answer is $23.",Simple Operations,Easy,1
