question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
40,"The ratio of boys to girls in a class is 4:5. If there are 90 students in total, how many are boys and how many are girls?",40 boys and 50 girls,"Let boys = 4x and girls = 5x
Total students = 4x + 5x = 90
9x = 90
x = 10
Boys = 4 * 10 = 40, Girls = 5 * 10 = 50","Solve the following math problem: The ratio of boys to girls in a class is 4:5. If there are 90 students in total, how many are boys and how many are girls?
Answer: To solve this problem, we can use the given ratio of boys to girls, which is 4:5, and the total number of students, which is 90.

Let's denote the number of boys as \(B\) and the number of girls as \(G\). According to the given ratio, for every 4 boys, there are 5 girls. This can be represented as:
\[ \frac{B}{G} = \frac{4}{5} \]

We also know that the total number of students is the sum of boys and girls:
\[ B + G = 90 \]

From the ratio, we can express one variable in terms of the other. For example, we can say:
\[ B",Ratio and Proportion Problems,Hard,5
41,"Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?",5.33 hours,"Rate of Machine X = 1/9 job/hour, Rate of Machine Y = 1/12 job/hour
Together for 4 hours: (1/9 + 1/12) * 4 = 7/18 job completed
Remaining job = 1 - 7/18 = 11/18
Time for Machine Y to finish = (11/18) / (1/12) = 7.33 hours","Solve the following math problem: Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?
Answer: First, let's find out how much of the task each machine can complete per hour.

Machine X completes \( \frac{1}{9} \) of the task per hour, while Machine Y completes \( \frac{1}{12} \) of the task per hour.

Together, they complete \( \frac{1}{9} + \frac{1}{12} = \frac{4}{36} + \frac{3}{36} = \frac{7}{36} \) of the task per hour.

In 4 hours, they would have completed \( 4 \times \frac{7}{36} = \frac{28}{36} = \frac{",Work Problems (Complex),Hard,2
42,"A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?",$136.36,"Selling price = Cost price * (1 + Profit %)
150 = Cost price * 1.1
Cost price = 150 / 1.1 = $136.36","Solve the following math problem: A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?
Answer: The cost price of the item was $136.36.

To find the cost price, you can use the formula:

\[ \text{Cost Price} = \frac{\text{Selling Price}}{1 + \text{Profit Percentage}} \]

Given that the selling price is $150 and the profit percentage is 10% (or 0.10 in decimal form), you can plug these values into the formula:

\[ \text{Cost Price} = \frac{150}{1 + 0.10} \]

\[ \text{Cost Price} = \frac{150}{1.10} \]

\[ \text{Cost Price} =",Profit and Loss,Hard,2
43,Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?,0 pencils,"Day 1: 10 - 2 = 8 pencils
Day 2: 8 - 2 = 6 pencils
Day 3: 6 - 2 = 4 pencils
Day 4: 4 - 2 = 2 pencils
Day 5: 2 - 2 = 0 pencils","Solve the following math problem: Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?
Answer: Mike will have 10 - (2 * 5) = 10 - 10 = 0 pencils after 5 days. Answer: \boxed{0}.",Simple Equations,Easy,8
44,A notebook costs $4.50. How much will 5 notebooks cost?,$22.50,5 notebooks * $4.50/notebook = $22.50,"Solve the following math problem: A notebook costs $4.50. How much will 5 notebooks cost?
Answer: To find the total cost of 5 notebooks, you multiply the cost of one notebook by the number of notebooks:

\[ \text{Cost of one notebook} \times \text{Number of notebooks} = \text{Total cost} \]

Given that each notebook costs $4.50:

\[ \$4.50 \times 5 = \$22.50 \]

So, 5 notebooks will cost $22.50.",Basic Arithmetic,Easy,3
45,"Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?",12 years old,Tom = Jack's age - 3 = 15 - 3 = 12,"Solve the following math problem: Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?
Answer: If Jack is 15 years old and Tom is 3 years younger than Jack, then Tom's age can be calculated as follows:

\[ \text{Tom's Age} = \text{Jack's Age} - 3 \]

Substitute Jack's age with 15:

\[ \text{Tom's Age} = 15 - 3 = 12 \]

Therefore, Tom is 12 years old.",Age Problems (Basic),Easy,6
46,A car travels at 50 miles per hour. How far does it travel in 4 hours?,200 miles,Distance = Speed * Time = 50 miles/hour * 4 hours = 200 miles,"Solve the following math problem: A car travels at 50 miles per hour. How far does it travel in 4 hours?
Answer: The car travels 200 miles.
To solve this problem, you can use the formula:
distance = speed * time
In this case, the speed is 50 miles per hour and the time is 4 hours. So the distance is 50 * 4 = 200 miles. Therefore, the answer is 200 miles.",Distance-Rate-Time,Easy,5
47,John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?,John has 55 dollars and Mike has 35 dollars,"Let Mike's dollars = x
John's dollars = x + 20
x + (x + 20) = 90
2x + 20 = 90
2x = 70
x = 35
John = 55, Mike = 35","Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer: Let's denote the amount of money Mike has as \(M\) and the amount of money John has as \(J\). According to the problem:

1. \(J + M = 90\) (John and Mike together have 90 dollars)
2. \(J = M + 20\) (John has 20 dollars more than Mike)

We can substitute the second equation into the first to solve for \(M\):

\(M + 20 + M = 90\)

Combine like terms:

\(2M + 20 = 90\)

Subtract 20 from both sides:

\(2M = 70\)

Divide by 2:

\(M = 3",Equations with Two Variables,Medium,8
48,"A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?",8 liters of salt,Amount of salt = 40% of 20 liters = 0.4 * 20 = 8 liters,"Solve the following math problem: A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?
Answer: In this problem, you're given that a solution contains 40% salt. To find out how much salt is in the solution when there are 20 liters of it, you can follow these steps:

1. **Convert the percentage to a decimal**: Since 40% is equivalent to 40/100 or 0.4, you can use this decimal to calculate the amount of salt.

2. **Calculate the amount of salt**: Multiply the total volume of the solution by the decimal equivalent of the percentage to find out how much of it is salt. The formula for this calculation is:
   \[
   \text{Amount of salt} = \text{Total volume of solution} \times \text",Mixture Problems,Medium,4
49,A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?,6 hours,"Rate of car = 1/1.5 distance/hour, Rate of bike = 1/x distance/hour
Together: 1/1.5 + 1/x = 1/2
Solve for x = 6 hours","Solve the following math problem: A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?
Answer: 3 hours

To solve this problem, we can use the concept of rates and the fact that the sum of the rates of the car and the bike equals the rate at which they cover the distance together.

Let's denote:
- \(D\) as the total distance to be covered,
- \(V_c\) as the speed (or rate) of the car,
- \(V_b\) as the speed (or rate) of the bike,
- \(T_{total}\) as the time taken when both are moving together (which is 2 hours),
- \(T_c\) as the time taken by the car alone (which is 1.5 hours),
- \(T_b\) as the time taken by the bike alone that we",Work Problems,Medium,2
50,"In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?",7 years old,"Let Anna's current age = x
In 3 years, Anna's age = x + 3
5 years ago, Anna's age = x - 5
x + 3 = 3(x - 5)
x + 3 = 3x - 15
x = 7","Solve the following math problem: In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?
Answer: Let's denote Anna's current age as \(A\).

According to the problem, in 3 years, Anna's age will be \(A + 3\). It also states that this age is three times what her age was 5 years ago. So, 5 years ago, Anna's age was \(A - 5\).

The relationship given can be written as an equation:

\[A + 3 = 3(A - 5)\]

Expanding and solving for \(A\):

\[A + 3 = 3A - 15\]

Bringing like terms to one side gives:

\[15 + 3 = 3A - A\]

\[18 = 2A\]",Age Problems (Complex),Medium,3
51,A laptop is priced at $900 with a 20% discount. What is the sale price?,$720,Sale price = $900 * (1 - 0.20) = $900 * 0.80 = $720,"Solve the following math problem: A laptop is priced at $900 with a 20% discount. What is the sale price?
Answer: The original price of the laptop is $900.

To calculate the discount, you multiply the original price by the discount rate:

\[ \text{Discount} = 900 \times 20\% = 900 \times 0.20 = 180 \]

So, the discount amount is $180.

To find the sale price, subtract the discount from the original price:

\[ \text{Sale Price} = \text{Original Price} - \text{Discount} = 900 - 180 = 720 \]

Therefore, the sale price of the laptop after applying the 20% discount is $720.",Percentage Problems,Easy,1
52,A car travels 100 miles in 2 hours. What is the average speed?,50 miles per hour,Speed = Distance / Time = 100 miles / 2 hours = 50 miles per hour,"Solve the following math problem: A car travels 100 miles in 2 hours. What is the average speed?
Answer: The average speed is calculated by dividing the total distance traveled by the total time taken. In this case, the car traveled 100 miles in 2 hours.

Average speed = Total distance / Total time
               = 100 miles / 2 hours
               = 50 miles per hour (mph)

So, the average speed of the car is 50 mph.",Distance-Rate-Time,Easy,8
53,"Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?",$75,"Total = 3 * $30 = $90
Discount = $15
Final amount = $90 - $15 = $75","Solve the following math problem: Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?
Answer: The total cost of the shirts is 3*30 = 90 dollars.
After applying the discount, Jack pays 90-15 = 75 dollars. So the answer is $\boxed{75}$.",Simple Equations,Easy,2
54,A square has a side length of 6 meters. What is its area?,36 square meters,Area = side^2 = 6^2 = 36 square meters,"Solve the following math problem: A square has a side length of 6 meters. What is its area?
Answer: The area of a square can be found by squaring the length of one of its sides.

Area = side length × side length

Given that the side length is 6 meters:

Area = 6 m × 6 m = 36 square meters (m²)",Geometry,Easy,10
55,"Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?","Tom has 60 books, Lisa has 20 books","Let Lisa's books = x
Tom's books = 3x
x + 3x = 80
4x = 80
x = 20, 3x = 60","Solve the following math problem: Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?
Answer: Lisa has 20 books and Tom has 60 books.
To solve this problem, we can set up a system of equations based on the given information:

Let T represent the number of books Tom has, and L represent the number of books Lisa has.

From the first statement, we know that Tom has 3 times as many books as Lisa:
T = 3L

From the second statement, we know that together they have 80 books:
T + L = 80

Now, we can substitute the expression for T from the first equation into the second equation:
(3L) + L = 80

Combine like terms:
4L = 80

Divide both sides by 4 to",Equations with Two Variables,Medium,9
56,"A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?","$138,000","New revenue = $120,000 * (1 + 0.15) = $120,000 * 1.15 = $138,000","Solve the following math problem: A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?
Answer: This year's revenue is $138,000.

Step-by-step explanation:
1. First, calculate the increase in revenue: 15% of last year's revenue ($120,000) = 0.15 * $120,000 = $18,000.
2. Then, add this increase to last year's revenue to find this year's revenue: $120,000 + $18,000 = $138,000.",Percentage Problems,Medium,4
57,A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?,280 miles,Distance = Speed * Time = 80 miles/hour * 3.5 hours = 280 miles,"Solve the following math problem: A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?
Answer: To find how far the train will travel, you can multiply its speed by the time it's in motion. The formula to calculate distance when you know the speed and time is:

\[ \text{Distance} = \text{Speed} \times \text{Time} \]

Given that the speed of the train is 80 miles per hour and the time is 3.5 hours, plug these values into the formula:

\[ \text{Distance} = 80 \, \text{mph} \times 3.5 \, \text{hours} \]

\[ \text{Distance} = 280 \, \text{miles} \]

Therefore, the train will travel 28",Distance-Rate-Time,Medium,3
58,"A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?","Length = 20 meters, Width = 10 meters","Let width = w, length = 2w
Perimeter = 2(l + w) = 60
2(2w + w) = 60
6w = 60
w = 10, l = 20","Solve the following math problem: A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?
Answer: Let's denote the width of the rectangle as \(w\) and the length as \(l\). According to the problem statement:

1. The perimeter of the rectangle is given by the formula \(P = 2(l + w)\), and we know that \(P = 60\) meters.
2. It is also given that the length is twice the width, so \(l = 2w\).

Substituting the second equation into the first gives us:
\[60 = 2(2w + w)\]
\[60 = 2(3w)\]
\[60 = 6w\]

Dividing both sides by 6 yields:
\[w = 10\] meters.

Since \(",Geometry,Medium,10
59,"A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?",12 liters of salt,Amount of salt = 30% of 40 liters = 0.30 * 40 = 12 liters,"Solve the following math problem: A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?
Answer: There are 12 liters of salt in the solution.

To find out how much salt is present, you can use the formula:

Amount of salt = Total volume of solution × Percentage of salt

In this case, the total volume of the solution is 40 liters and the percentage of salt is 30%. To convert the percentage to a decimal, divide it by 100:

Percentage of salt as a decimal = 30 / 100 = 0.30

Now, calculate the amount of salt:

Amount of salt = 40 liters × 0.30 = 12 liters

So, there are 12 liters of salt in the solution.",Mixture Problems,Medium,5
60,Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?,18 hours,"Rate of Pipe A = 1/9 tanks/hour, Rate of Pipe B = 1/x tanks/hour
Together: 1/9 + 1/x = 1/6
Solve for x = 18 hours","Solve the following math problem: Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?
Answer: Let's denote the rate at which Pipe A fills the tank as \(A\) and the rate for Pipe B as \(B\). We are given that:

1. The combined rate of both pipes is \(\frac{1}{6}\) of the tank per hour (since they can fill the tank in 6 hours).
2. Pipe A alone fills the tank at a rate of \(\frac{1}{9}\) of the tank per hour.

We want to find out how long it takes for Pipe B to fill the tank alone, which means we need to find the rate of Pipe B (\(B\)) and then calculate the time it takes for Pipe B to fill the tank by itself.

The combined rate of both",Work Problems,Medium,2
61,"A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?",4 Bag A and 6 Bag B,"Let number of Bag A = x and number of Bag B = y
x + y = 10
50x + 30y = 400
Solve system of equations","Solve the following math problem: A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?
Answer: Let's denote the number of Bag A sold as \(a\) and the number of Bag B sold as \(b\). We have two equations based on the given information:

1. The total cost equation: \(50a + 30b = 400\)
2. The total quantity equation: \(a + b = 10\)

From equation (2), we can express \(a\) in terms of \(b\): \(a = 10 - b\).

Substitute this expression into equation (1):

\[50(10 - b) + 30b = 400\]

Simplify and solve for \(b\):

\[500 - 50",Systems of Equations,Hard,5
62,"The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?",30 cats and 40 dogs,"Let cats = 3x, dogs = 4x
Total = 3x + 4x = 70
7x = 70
x = 10
Cats = 3 * 10 = 30, Dogs = 4 * 10 = 40","Solve the following math problem: The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?
Answer: Let's denote the number of cats as \(c\) and the number of dogs as \(d\). According to the given information, we have two equations:

1. The ratio of cats to dogs is \(3:4\), which can be written as \(\frac{c}{d} = \frac{3}{4}\) or equivalently, \(4c = 3d\).
2. The total number of animals (cats and dogs combined) is 70, so \(c + d = 70\).

We can solve this system of equations step by step.

First, let's express one variable in terms of the other using the first equation. For example, we can express \(d\) in terms",Ratio and Proportion Problems,Medium,5
63,"A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?",6.86 hours,"Rate of Machine 1 = 1/12 tasks/hour, Rate of Machine 2 = 1/16 tasks/hour
Together: 1/12 + 1/16 = 7/48
Time = 1 / (7/48) = 6.86 hours","Solve the following math problem: A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?
Answer: It would take the two machines approximately 7.54 hours to complete the task when working together.

To find out how long it takes for both machines to complete the task together, we first determine their individual work rates:

- The first machine completes the task at a rate of \( \frac{1}{12} \) of the task per hour.
- The second machine completes the task at a rate of \( \frac{1}{16} \) of the task per hour.

When they work together, their combined rate is the sum of their individual rates:

\[ \text{Combined rate} = \frac{1}{12} + \frac{1}{16} \]

To add these fractions, find",Work Problems,Hard,2
64,"A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?","Length = 20 meters, Width = 10 meters","Let width = w, length = w + 10
Area = l * w = 200
(w + 10)w = 200
Solve quadratic equation","Solve the following math problem: A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?
Answer: The dimensions of the garden are 20 meters by 10 meters.

Step-by-step explanation:
Let's denote the width of the garden as \(w\) meters and the length as \(l\) meters. According to the problem, we have two pieces of information:

1. The area of the garden is 200 square meters.
\[A = l \times w = 200\]

2. The length is 10 meters more than the width.
\[l = w + 10\]

We can substitute the expression for \(l\) from equation (2) into equation (1):

\[A = (w + 10) \times w = 200\]
\[w^",Quadratic Equations,Hard,8
65,"A man invests $5,000 at 6% annual interest, compounded annually. How much will he have after 3 years?","$5,955.08","A = P(1 + r/n)^(nt)
A = 5000(1 + 0.06/1)^(1*3)
A = 5000(1.06)^3 = $5,955.08","Solve the following math problem: A man invests $5,000 at 6% annual interest, compounded annually. How much will he have after 3 years?
Answer: The formula for compound interest is given by:

A = P(1 + r/n)^(nt)

where:
- A is the amount of money accumulated after n years, including interest.
- P is the principal amount (the initial amount of money).
- r is the annual interest rate (decimal).
- n is the number of times that interest is compounded per year.
- t is the time the money is invested for in years.

In this case, we have:
- P = $5,000
- r = 6% or 0.06 (as a decimal)
- n = 1 (since it's compounded annually)
- t = 3 years

Plugging these values into the formula, we",Investment Problems,Medium,2
66,"The perimeter of a triangle is 36 meters. One side is twice the length of the shortest side, and the third side is 4 meters longer than the shortest side. Find the lengths of all sides.","8 meters, 16 meters, and 12 meters","Let shortest side = x
Second side = 2x, Third side = x + 4
x + 2x + (x + 4) = 36
Solve for x = 8","Solve the following math problem: The perimeter of a triangle is 36 meters. One side is twice the length of the shortest side, and the third side is 4 meters longer than the shortest side. Find the lengths of all sides.
Answer: Let's denote the shortest side as \(x\) meters. According to the problem:

1. One side is twice the length of the shortest side, so it's \(2x\) meters.
2. The third side is 4 meters longer than the shortest side, making it \(x + 4\) meters.

The perimeter of the triangle is the sum of all its sides, which is given as 36 meters. Therefore, we can set up the equation:

\[x + 2x + (x + 4) = 36\]

Combining like terms:

\[4x + 4 = 36\]

Subtracting 4 from both sides:

\[4x = 32\]

Div",Geometry,Medium,7
67,"A car's value decreases by 20% per year. If the car is currently worth $12,000, what will its value be after 3 years?","$6,144","Value = 12000 * (1 - 0.20)^3 = 12000 * 0.80^3 = $6,144","Solve the following math problem: A car's value decreases by 20% per year. If the car is currently worth $12,000, what will its value be after 3 years?
Answer: The car's value decreases by 20% per year, which means it retains 80% (or 0.8) of its value each year.

After 1 year:
Value = $12,000 * 0.8 = $9,600

After 2 years:
Value = $9,600 * 0.8 = $7,680

After 3 years:
Value = $7,680 * 0.8 = $6,144

So, after 3 years, the car will be worth $6,144.",Depreciation Problems,Medium,3
68,"Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?",100 miles,"Distance north = 60 * 2 = 120 miles
Distance east = 80 * 2 = 160 miles
Use Pythagorean theorem: Distance = sqrt(120^2 + 160^2) = 100 miles","Solve the following math problem: Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?
Answer: The distance each train travels is given by the formula distance = speed * time.

For the train traveling north:
Distance = 60 mph * 2 hours = 120 miles

For the train traveling east:
Distance = 80 mph * 2 hours = 160 miles

Since the two trains are traveling in perpendicular directions, we can use the Pythagorean theorem to find the distance between them after 2 hours. Let's denote the distance traveled north as \(a\), the distance traveled east as \(b\), and the distance between the two trains as \(c\). According to the Pythagorean theorem:

\[a^2 + b^2 = c^2\]

Substituting the",Pythagorean Theorem,Hard,2
69,"A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?",$825,"Regular pay = 40 * $15 = $600
Overtime pay = 10 * $22.50 = $225
Total earnings = $600 + $225 = $825","Solve the following math problem: A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?
Answer: The worker earns $15 * 40 = $600 for the first 40 hours.
The worker worked 50 - 40 = 10 hours of overtime.
The worker earned $22.50 * 10 = $225 for overtime.
So, the worker earned $600 + $225 = $825 in total. Answer: \boxed{825}.",Wage Problems,Medium,2
70,A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?,2 miles per hour,"Let boat speed in still water = b, current speed = c
Downstream speed = b + c = 30/3 = 10 mph
Upstream speed = b - c = 30/5 = 6 mph
Solve for c = 2 mph","Solve the following math problem: A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?
Answer: The speed of the current is 2 miles per hour.

Explanation:

Let's denote:
- \(v\) as the speed of the boat in still water (in miles per hour),
- \(c\) as the speed of the current (in miles per hour).

When the boat travels downstream, its effective speed is \(v + c\), and when it travels upstream, its effective speed is \(v - c\).

Given that the boat travels 30 miles downstream in 3 hours, we can write the equation for downstream travel as:
\[30 = (v + c) \times 3\]
\[10 = v + c\]

For the upstream travel, where the boat covers the same distance in 5 hours",Current-Speed Problems,Medium,4
71,"A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?","$1,050","Savings = 100% - 40% - 25% = 35% of income
Savings = 35% * 3000 = $1,050","Solve the following math problem: A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?
Answer: The family spends 40% of $3,000 on rent, which is 0.4 * 3000 = 1200 dollars.
They spend 25% of $3,000 on food, which is 0.25 * 3000 = 750 dollars.
So, they spend a total of 1200 + 750 = 1950 dollars on rent and food.
Their savings are the remaining amount, which is 3000 - 1950 = 1050 dollars. Answer: \boxed{1050}.",Percentage Problems,Easy,2
72,The sum of three consecutive even numbers is 72. What are the numbers?,"22, 24, and 26","Let numbers = x, x + 2, x + 4
x + (x + 2) + (x + 4) = 72
3x + 6 = 72
Solve for x = 22","Solve the following math problem: The sum of three consecutive even numbers is 72. What are the numbers?
Answer: The three consecutive even numbers are 23, 24, and 25.

Explanation:
Let's denote the first even number as \(x\). Since they are consecutive even numbers, the next two would be \(x + 2\) and \(x + 4\).

According to the problem, their sum equals 72:

\[x + (x + 2) + (x + 4) = 72\]

Combine like terms:

\[3x + 6 = 72\]

Subtract 6 from both sides:

\[3x = 66\]

Divide by 3:

\[x = 22\]

Therefore, the three consecutive even numbers are:

First",Consecutive Numbers,Medium,5
73,A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?,160 units,"Rate of production = 100/5 = 20 units per hour
Units in 8 hours = 20 * 8 = 160 units","Solve the following math problem: A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?
Answer: The factory can produce 160 units in 8 hours.

Here's the reasoning:

1. First, we need to determine the production rate of the factory per hour. Since the factory can produce 100 units in 5 hours, its production rate is \( \frac{100 \text{ units}}{5 \text{ hours}} = 20 \text{ units per hour} \).
2. Next, to find out how many units the factory can produce in 8 hours, we multiply the production rate by the number of hours:
   \( 20 \text{ units per hour} \times 8 \text{ hours} = 160 \text{ units} \).",Proportion Problems,Easy,3
74,A student scores 85% on a test with 120 questions. How many questions did they answer correctly?,102 questions,Correct answers = 85% of 120 = 0.85 * 120 = 102,"Solve the following math problem: A student scores 85% on a test with 120 questions. How many questions did they answer correctly?
Answer: The student answered 102 questions correctly.

Step-by-step explanation:

To find out how many questions the student answered correctly, you can multiply the total number of questions by the percentage they scored. 

So, \( 120 \text{ questions} \times 85\% = 120 \times 0.85 = 102 \) questions.

Therefore, the student answered 102 questions correctly.",Percentage Problems,Easy,5
75,"A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?",$160,"Interest = Principal * Rate * Time
Interest = 2000 * 0.04 * 2 = $160","Solve the following math problem: A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?
Answer: The interest earned can be calculated using the formula for simple interest: I = P * r * t, where I is the interest, P is the principal amount (initial deposit), r is the annual interest rate, and t is the time in years.

In this case, P = $2,000, r = 4% or 0.04 when expressed as a decimal, and t = 2 years.

I = P * r * t
I = $2,000 * 0.04 * 2
I = $160

So, the person will earn $160 in interest over the 2-year period.",Simple Interest Problems,Easy,1
76,A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?,8 cups of sugar,"Ratio of sugar to flour = 2:3
For 12 cups of flour: (2/3) * 12 = 8 cups of sugar","Solve the following math problem: A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?
Answer: To find out how much sugar is needed for 12 cups of flour, you can set up a proportion based on the given ratio of sugar to flour, which is 2 cups of sugar for every 3 cups of flour.

The proportion would look like this:

\( \frac{2 \text{ cups of sugar}}{3 \text{ cups of flour}} = \frac{x \text{ cups of sugar}}{12 \text{ cups of flour}} \)

Now, solve for \(x\) (the amount of sugar needed):

\( x = \frac{2 \text{ cups of sugar} \times 12 \text{ cups of flour}}{3 \text{ cups of flour}} \)

\(",Ratios,Easy,4
77,"A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?",60 seats,"Filled seats = 300 * 0.80 = 240
Empty seats = 300 - 240 = 60","Solve the following math problem: A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?
Answer: 60 seats are empty.

To find out how many seats are empty, first calculate how many seats are filled:

80% of 300 seats = \(0.80 \times 300 = 240\) seats are filled.

Then, subtract the number of filled seats from the total number of seats to find out how many are empty:

\(300 - 240 = 60\) seats are empty.",Percentage Problems,Easy,4
78,A bike costs $200 after a 25% discount. What was the original price?,$266.67,"Let original price = x
x * (1 - 0.25) = 200
x * 0.75 = 200
x = 200 / 0.75 = $266.67","Solve the following math problem: A bike costs $200 after a 25% discount. What was the original price?
Answer: Let's denote the original price of the bike as \(x\). Given that there is a 25% discount, this means the bike is sold for 75% of its original price (\(100\% - 25\% = 75\%\)). 

So, we have:
\[0.75x = 200\]

To find the original price (\(x\)), we solve for \(x\):
\[x = \frac{200}{0.75} = \frac{200}{3/4} = \frac{200 \times 4}{3} = \frac{800}{3}\]

Therefore,",Percentage Problems,Medium,2
79,A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?,25 bags,Number of bags = 150 / 6 = 25 bags,"Solve the following math problem: A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?
Answer: The farmer sells a total of 25 bags of apples.

Here's the step-by-step calculation:
- Total number of apples = 150
- Apples per bag = 6

To find out how many bags he sells, we divide the total number of apples by the number of apples per bag:

Number of bags = Total number of apples / Apples per bag
               = 150 / 6
               = 25

So, the farmer sells 25 bags of apples.",Division,Easy,3
80,"A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?",0.32,"Total balls = 5 + 8 + 7 = 20
Probability of blue = 8 / 20 = 0.32","Solve the following math problem: A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?
Answer: The probability of drawing a blue ball from the box is 8/20 or 2/5.
Explanation: To find the probability, we first need to determine the total number of balls in the box. We do this by adding the number of red, blue, and green balls together: 5 + 8 + 7 = 20. Next, we find the number of favorable outcomes, which is the number of blue balls: 8. Finally, we divide the number of favorable outcomes by the total number of possible outcomes (the total number of balls) to get the probability: 8/20. This fraction can be simplified by dividing both the numerator and denominator by their greatest common divisor, which is 4",Probability,Medium,1
81,A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?,40 miles per hour,Average speed = Distance / Time = 60 miles / 1.5 hours = 40 miles/hour,"Solve the following math problem: A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?
Answer: To find the average speed of the car, you divide the total distance traveled by the total time taken.

Average speed = Total distance / Total time

Given:
Total distance = 60 miles
Total time = 1.5 hours

Average speed = 60 miles / 1.5 hours = 40 miles per hour (mph)",Distance-Rate-Time,Easy,8
