question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
40,"The ratio of boys to girls in a class is 4:5. If there are 90 students in total, how many are boys and how many are girls?",40 boys and 50 girls,"Let boys = 4x and girls = 5x
Total students = 4x + 5x = 90
9x = 90
x = 10
Boys = 4 * 10 = 40, Girls = 5 * 10 = 50","Solve the following math problem: The ratio of boys to girls in a class is 4:5. If there are 90 students in total, how many are boys and how many are girls?
Answer: Let's think step by step.First, we are given that the ratio of boys to girls in a class is 4:5. This means that for every 4 boys, there are 5 girls. 

To find out the total number of students, we need to add the number of boys and girls. In terms of the ratio, we can say that the total number of parts is 4 (for boys) + 5 (for girls) = 9 parts.

We know that the total number of students is 90. So, each part of the ratio represents 90/9 = 10 students. 

Now, to find the number of boys, we multiply",Ratio and Proportion Problems,Hard,5
41,"Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?",5.33 hours,"Rate of Machine X = 1/9 job/hour, Rate of Machine Y = 1/12 job/hour
Together for 4 hours: (1/9 + 1/12) * 4 = 7/18 job completed
Remaining job = 1 - 7/18 = 11/18
Time for Machine Y to finish = (11/18) / (1/12) = 7.33 hours","Solve the following math problem: Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?
Answer:First, we need to find out how much of the task Machine X can complete in 4 hours. To do this, we can use the formula:

Work = Rate x Time

where Rate is the work done per unit of time.

Machine X can complete the task in 9 hours, so its rate is 1/9 of the task per hour. After working for 4 hours, Machine X has completed:

Work_X = Rate_X x Time_X
Work_X = (1/9) x 4 = 4/9 of the task

Now, let's find out how much of the task Machine Y can complete in 4 hours. We know that",Work Problems (Complex),Hard,2
42,"A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?",$136.36,"Selling price = Cost price * (1 + Profit %)
150 = Cost price * 1.1
Cost price = 150 / 1.1 = $136.36","Solve the following math problem: A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?
Answer: Let's think step by step.Step 1: Understand the problem.
The shopkeeper sells an item for $150, making a 10% profit. This means that the selling price is 110% of the cost price.

Step 2: Set up an equation.
Let's denote the cost price as $x$. Since the selling price is 110% of the cost price, we can write the equation as:
$1.1x = 150$

Step 3: Solve the equation for $x$.
To solve for $x$, we need to divide both sides of the equation by 1.1:",Profit and Loss,Hard,1
43,Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?,0 pencils,"Day 1: 10 - 2 = 8 pencils
Day 2: 8 - 2 = 6 pencils
Day 3: 6 - 2 = 4 pencils
Day 4: 4 - 2 = 2 pencils
Day 5: 2 - 2 = 0 pencils","Solve the following math problem: Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?
Answer: 

Step 1: Mike starts with 10 pencils.
Step 2: He gives away 2 pencils each day.
Step 3: After 1 day, he will have 10 - 2 = 8 pencils left.
Step 4: After 2 days, he will have 8 - 2 = 6 pencils left.
Step 5: After 3 days, he will have 6 - 2 = 4 pencils left.
Step 6: After 4 days, he will have 4 - 2 = 2 pencils left.
Step 7: After 5 days, he will",Simple Equations,Easy,4
44,A notebook costs $4.50. How much will 5 notebooks cost?,$22.50,5 notebooks * $4.50/notebook = $22.50,"Solve the following math problem: A notebook costs $4.50. How much will 5 notebooks cost?
Answer: Let's think step by step.Step 1: Identify the cost of one notebook.
The cost of one notebook is $4.50.

Step 2: Calculate the total cost of 5 notebooks.
To find the total cost of 5 notebooks, we need to multiply the cost of one notebook by 5.
Total cost = $4.50 \times 5$

Step 3: Perform the multiplication.
$4.50 \times 5 = 22.50$

Step 4: Write the final answer.
The cost of 5 notebooks is $22.50.

So",Basic Arithmetic,Easy,2
45,"Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?",12 years old,Tom = Jack's age - 3 = 15 - 3 = 12,"Solve the following math problem: Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?
Answer: 15 - 3 = 12.

Tom is 12 years old.

The answer is: 12.",Age Problems (Basic),Easy,14
46,A car travels at 50 miles per hour. How far does it travel in 4 hours?,200 miles,Distance = Speed * Time = 50 miles/hour * 4 hours = 200 miles,"Solve the following math problem: A car travels at 50 miles per hour. How far does it travel in 4 hours?
Answer: Let's think step by step.First, we need to understand the relationship between speed, distance, and time. The formula to calculate distance is:

Distance = Speed × Time

In this problem, we are given the speed of the car, which is 50 miles per hour, and the time it travels, which is 4 hours. 

Now, we can substitute these values into the formula:

Distance = 50 miles/hour × 4 hours

To multiply these values, we need to remember that miles and hours are separable, so we multiply 50 by 4 to get 200, and then multiply that by 1 (which represents",Distance-Rate-Time,Easy,2
47,John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?,John has 55 dollars and Mike has 35 dollars,"Let Mike's dollars = x
John's dollars = x + 20
x + (x + 20) = 90
2x + 20 = 90
2x = 70
x = 35
John = 55, Mike = 35","Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer: Let's think step by step.1. We are given that John and Mike together have 90 dollars. We can represent this as an equation: J + M = 90, where J is the amount of money John has and M is the amount of money Mike has.

2. We are also given that John has 20 dollars more than Mike. We can represent this as another equation: J = M + 20.

3. Now we have a system of two equations with two variables:
   J + M = 90
   J = M + 20

4. We can solve this system of equations using substitution or elimination. Let's use",Equations with Two Variables,Medium,7
48,"A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?",8 liters of salt,Amount of salt = 40% of 20 liters = 0.4 * 20 = 8 liters,"Solve the following math problem: A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?
Answer: Let's think step by step.First, we need to understand that the problem is asking us to find the amount of salt in a solution. We know that the solution contains 40% salt and the total volume of the solution is 20 liters.

The percentage of salt in the solution is essentially the ratio of the amount of salt to the total amount of solution. In mathematical terms, we can express this as:

Amount of salt / Total volume = Percentage of salt

We are given that the percentage of salt is 40%, or 0.40 in decimal form, and the total volume is 20 liters. We can substitute these values into our equation:",Mixture Problems,Medium,4
49,A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?,6 hours,"Rate of car = 1/1.5 distance/hour, Rate of bike = 1/x distance/hour
Together: 1/1.5 + 1/x = 1/2
Solve for x = 6 hours","Solve the following math problem: A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?
Answer: Let's think step by step.Step 1: Define the variables.
Let's denote the distance as $d$ and the time taken by the bike to cover the distance alone as $t$.

Step 2: Write down the given information as equations.
We know that the car and the bike together can cover the distance in 2 hours, so we can write the equation:
$d = r_1r_2t_1t_2$
where $r_1$ and $r_2$ are the speeds of the car and the bike respectively, and $t_1$ and $t_2$ are the times taken by the car and the bike respectively.
Sub",Work Problems,Medium,2
50,"In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?",7 years old,"Let Anna's current age = x
In 3 years, Anna's age = x + 3
5 years ago, Anna's age = x - 5
x + 3 = 3(x - 5)
x + 3 = 3x - 15
x = 7","Solve the following math problem: In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?
Answer: Let's think step by step.First, we need to define the unknown in this problem. Let's denote Anna's current age as $x$.

The problem states that in 3 years, Anna will be three times as old as she was 5 years ago. We can express this as an equation: $x + 3 = 3(x - 5)$.

Now, let's simplify this equation. First, distribute the 3 on the right side of the equation: $x + 3 = 3x - 15$.

Next, we want to get all the $x$ terms on one side of the equation and the constants on the other side. To",Age Problems (Complex),Medium,3
51,A laptop is priced at $900 with a 20% discount. What is the sale price?,$720,Sale price = $900 * (1 - 0.20) = $900 * 0.80 = $720,"Solve the following math problem: A laptop is priced at $900 with a 20% discount. What is the sale price?
Answer: The sale price of the laptop is $720.

The answer is: 720.",Percentage Problems,Easy,5
52,A car travels 100 miles in 2 hours. What is the average speed?,50 miles per hour,Speed = Distance / Time = 100 miles / 2 hours = 50 miles per hour,"Solve the following math problem: A car travels 100 miles in 2 hours. What is the average speed?
Answer: To find the average speed, we need to divide the total distance traveled by the total time taken. In this case, the car travels 100 miles in 2 hours. 

Step 1: Identify the total distance traveled. According to the problem, the car travels 100 miles.

Step 2: Identify the total time taken. The problem states that the car takes 2 hours to travel the distance.

Step 3: Use the formula for average speed, which is total distance divided by total time. So, we need to divide the total distance of 100 miles by the total time of 2 hours.

Step 4: Perform the calculation.",Distance-Rate-Time,Easy,4
53,"Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?",$75,"Total = 3 * $30 = $90
Discount = $15
Final amount = $90 - $15 = $75","Solve the following math problem: Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?
Answer: First, we need to find the total cost of the shirts before the discount. Since each shirt is priced at $30 and Jack buys 3 shirts, we can calculate the total cost by multiplying the price per shirt by the number of shirts:

Total cost before discount = $30/shirt * 3 shirts = $90

Next, we need to apply the discount to the total cost. Jack gets a $15 discount, so we can subtract the discount from the total cost:

Total cost after discount = $90 - $15 = $75

Therefore, Jack pays $75 for the 3 shirts after applying the $",Simple Equations,Easy,1
54,A square has a side length of 6 meters. What is its area?,36 square meters,Area = side^2 = 6^2 = 36 square meters,"Solve the following math problem: A square has a side length of 6 meters. What is its area?
Answer: The area of a square is calculated by squaring the length of one of its sides. In this case, the side length is 6 meters. So, we need to square 6 to find the area. 

Step 1: Write down the formula for the area of a square, which is side length squared.

Area = side length²

Step 2: Substitute the given side length into the formula. 

Area = 6²

Step 3: Calculate the square of 6. 

6² = 6 * 6 = 36

Step 4: Write down the final answer. 

The area of the square is",Geometry,Easy,5
55,"Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?","Tom has 60 books, Lisa has 20 books","Let Lisa's books = x
Tom's books = 3x
x + 3x = 80
4x = 80
x = 20, 3x = 60","Solve the following math problem: Tom has 3 times as many books as Lisa. Together, they have 80 books. How many books does each have?
Answer: Let's think step by step.Step 1: I need to find the number of books that Tom and Lisa have individually.

Step 2: I can use algebra to represent the relationship between their books.

Step 3: Let T be the number of books Tom has and L be the number of books Lisa has.

Step 4: I know that T = 3L and T + L = 80.

Step 5: I can substitute T = 3L into the second equation and get 3L + L = 80.

Step 6: I can simplify this by combining like terms and get 4L = 80.",Equations with Two Variables,Medium,10
56,"A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?","$138,000","New revenue = $120,000 * (1 + 0.15) = $120,000 * 1.15 = $138,000","Solve the following math problem: A company’s revenue increased by 15% this year. Last year’s revenue was $120,000. What is this year’s revenue?
Answer: Let's think step by step.Step 1: Understand the problem.
The company's revenue increased by 15% this year. This means that the revenue this year is 100% + 15% = 115% of last year's revenue.

Step 2: Calculate this year's revenue.
Last year's revenue was $120,000. So, this year's revenue is 115% of $120,000.
To calculate this, we multiply $120,000 by 115% (or 1.15):
$12",Percentage Problems,Medium,2
57,A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?,280 miles,Distance = Speed * Time = 80 miles/hour * 3.5 hours = 280 miles,"Solve the following math problem: A train is moving at 80 miles per hour. How far will it travel in 3.5 hours?
Answer: We need to use the formula: distance = speed x time. In this case, the speed is 80 miles per hour and the time is 3.5 hours. 

Step 1: Write down the formula and substitute the given values. 

distance = speed x time
distance = 80 miles/hour x 3.5 hours

Step 2: Perform the multiplication. 

80 miles/hour x 3.5 hours = 280 miles

Step 3: Write down the final answer. 

So, the train will travel 280 miles in 3.5 hours. 

Final Answer: 28",Distance-Rate-Time,Medium,3
58,"A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?","Length = 20 meters, Width = 10 meters","Let width = w, length = 2w
Perimeter = 2(l + w) = 60
2(2w + w) = 60
6w = 60
w = 10, l = 20","Solve the following math problem: A rectangle has a perimeter of 60 meters. If the length is twice the width, what are the dimensions of the rectangle?
Answer: Let's think step by step.First, we need to define our variables. Let's denote the width of the rectangle as $w$ meters. Since the problem states that the length is twice the width, we can express the length as $2w$ meters.

The problem also tells us that the perimeter of the rectangle is 60 meters. The formula for the perimeter of a rectangle is $2 \times (\text{length} + \text{width})$. Substituting our expressions for length and width into this formula, we get $2 \times (2w + w) = 60$.

Simplifying the expression inside the parentheses, we get $2 \",Geometry,Medium,8
59,"A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?",12 liters of salt,Amount of salt = 30% of 40 liters = 0.30 * 40 = 12 liters,"Solve the following math problem: A chemical solution contains 30% salt. If there are 40 liters of solution, how much salt is present?
Answer: To solve this problem, we need to determine the amount of salt present in the solution.
We know that the solution contains 30% salt and there are 40 liters of solution.
Step 1: Calculate the percentage of salt in liters.
To do this, we multiply the percentage of salt by the total amount of solution:
30% * 40 liters = (30/100) * 40 liters
Step 2: Simplify the equation.
(30/100) * 40 liters = (30 * 40) / 100 liters
Step 3: Calculate the",Mixture Problems,Medium,5
60,Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?,18 hours,"Rate of Pipe A = 1/9 tanks/hour, Rate of Pipe B = 1/x tanks/hour
Together: 1/9 + 1/x = 1/6
Solve for x = 18 hours","Solve the following math problem: Two pipes can fill a tank in 6 hours working together. Pipe A alone can fill it in 9 hours. How long will Pipe B take to fill the tank alone?
Answer: Let's think step by step.First, we need to define a variable to represent the unknown value we want to find. In this case, we want to find the time it takes for Pipe B to fill the tank alone, so let's let $x$ represent the time it takes for Pipe B to fill the tank alone in hours.

Next, we need to set up an equation based on the information given in the problem. We know that when both pipes work together, they can fill the tank in 6 hours. This means that their combined work rate is 1 tank per 6 hours, or $\frac{1}{6}$ tanks per hour. 

We also know that Pipe",Work Problems,Medium,2
61,"A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?",4 Bag A and 6 Bag B,"Let number of Bag A = x and number of Bag B = y
x + y = 10
50x + 30y = 400
Solve system of equations","Solve the following math problem: A store sells two types of bags. Bag A costs $50 and Bag B costs $30. If 10 bags are sold for a total of $400, how many of each type were sold?
Answer:Step 1: Define the variables.
Let x be the number of Bag A sold and y be the number of Bag B sold.

Step 2: Write the system of equations.
We know that the total number of bags sold is 10, so we can write the first equation as:
x + y = 10

We also know that the total cost of the bags sold is $400, so we can write the second equation as:
50x + 30y = 400

Step 3: Solve the system of equations.
We can use the substitution method to solve the system of equations. From the first equation, we can express",Systems of Equations,Hard,5
62,"The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?",30 cats and 40 dogs,"Let cats = 3x, dogs = 4x
Total = 3x + 4x = 70
7x = 70
x = 10
Cats = 3 * 10 = 30, Dogs = 4 * 10 = 40","Solve the following math problem: The ratio of cats to dogs in a shelter is 3:4. If there are 70 animals in total, how many are cats and how many are dogs?
Answer: Let's think step by step.Step 1: Understand the problem.
We know that the ratio of cats to dogs is 3:4, which means for every 3 cats, there are 4 dogs. We also know that the total number of animals is 70.

Step 2: Set up an equation.
We can set up an equation to represent the number of cats and dogs. Let's say the number of cats is represented by the variable ""c"" and the number of dogs is represented by the variable ""d"". We know that c + d = 70 and that the ratio of c to d is 3:4.

Step 3: Solve the",Ratio and Proportion Problems,Medium,5
63,"A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?",6.86 hours,"Rate of Machine 1 = 1/12 tasks/hour, Rate of Machine 2 = 1/16 tasks/hour
Together: 1/12 + 1/16 = 7/48
Time = 1 / (7/48) = 6.86 hours","Solve the following math problem: A machine can complete a task in 12 hours, and another machine can complete it in 16 hours. How long will it take them to finish the task working together?
Answer: Let's think step by step.First, we need to understand the concept of work done. The work done by a machine is inversely proportional to the time taken to complete a task. This means that if a machine takes more time to complete a task, it will do less work, and if a machine takes less time, it will do more work.

Now, let's consider the first machine. It can complete the task in 12 hours. This means that in one hour, it can do 1/12th of the work. 

Similarly, the second machine can complete the task in 16 hours. This means that in one hour, it can do 1/",Work Problems,Hard,2
64,"A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?","Length = 20 meters, Width = 10 meters","Let width = w, length = w + 10
Area = l * w = 200
(w + 10)w = 200
Solve quadratic equation","Solve the following math problem: A rectangular garden has an area of 200 square meters. If the length is 10 meters more than the width, what are the dimensions of the garden?
Answer: Let's think step by step.Step 1: Define the variables.
Let the width of the garden be $x$ meters. Then, the length of the garden is $x + 10$ meters.

Step 2: Write the equation for the area.
The area of the garden is given by the product of its length and width:
$A = x(x + 10)$

Step 3: Set the area equal to the given value.
We are given that the area of the garden is 200 square meters:
$x(x + 10) = 200$

Step 4: Simplify the equation.",Quadratic Equations,Hard,9
65,"A man invests $5,000 at 6% annual interest, compounded annually. How much will he have after 3 years?","$5,955.08","A = P(1 + r/n)^(nt)
A = 5000(1 + 0.06/1)^(1*3)
A = 5000(1.06)^3 = $5,955.08","Solve the following math problem: A man invests $5,000 at 6% annual interest, compounded annually. How much will he have after 3 years?
Answer: The formula for compound interest is A = P(1 + r/n)^(nt), where:
A is the final amount
P is the principal amount (initial investment)
r is the annual interest rate (as a decimal)
n is the number of times interest is compounded per year
t is the number of years
In this case, P = $5,000, r = 6% or 0.06 (as a decimal), n = 1 (compounded annually), and t = 3 years.
Plugging these values into the formula, we get:
A = 5000(1 + 0.06/1)^(1",Investment Problems,Medium,2
66,"The perimeter of a triangle is 36 meters. One side is twice the length of the shortest side, and the third side is 4 meters longer than the shortest side. Find the lengths of all sides.","8 meters, 16 meters, and 12 meters","Let shortest side = x
Second side = 2x, Third side = x + 4
x + 2x + (x + 4) = 36
Solve for x = 8","Solve the following math problem: The perimeter of a triangle is 36 meters. One side is twice the length of the shortest side, and the third side is 4 meters longer than the shortest side. Find the lengths of all sides.
Answer: Let's think step by step.First, let's denote the shortest side of the triangle as x meters. 

Second, according to the problem, one side is twice the length of the shortest side, so we can express this side as 2x meters. 

Third, the third side is 4 meters longer than the shortest side, so we can express this side as x + 4 meters. 

Now, we know that the perimeter of a triangle is the sum of the lengths of all its sides. So, we can set up the following equation to represent the perimeter of the triangle:

x (shortest side) + 2x (twice",Geometry,Medium,7
67,"A car's value decreases by 20% per year. If the car is currently worth $12,000, what will its value be after 3 years?","$6,144","Value = 12000 * (1 - 0.20)^3 = 12000 * 0.80^3 = $6,144","Solve the following math problem: A car's value decreases by 20% per year. If the car is currently worth $12,000, what will its value be after 3 years?
Answer: First, we need to determine the amount the car's value decreases each year. Since it decreases by 20% per year, we can calculate this by multiplying the car's current value by the percentage decrease:

20% of $12,000 = (20/100) * $12,000 = $2,400

So, the car's value decreases by $2,400 per year.

Next, we need to calculate the total decrease in value after 3 years. To do this, we simply multiply the yearly decrease by the number of years:

$2,400",Depreciation Problems,Medium,1
68,"Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?",100 miles,"Distance north = 60 * 2 = 120 miles
Distance east = 80 * 2 = 160 miles
Use Pythagorean theorem: Distance = sqrt(120^2 + 160^2) = 100 miles","Solve the following math problem: Two trains leave a station at the same time, one traveling north at 60 miles per hour and the other traveling east at 80 miles per hour. How far apart are they after 2 hours?
Answer: Let's think step by step.First, we need to understand that the two trains are traveling in perpendicular directions, north and east. This means that their paths form a right triangle, with the distance between the trains as the hypotenuse.

Step 1: Calculate the distance each train travels.
The train traveling north is moving at a speed of 60 miles per hour. After 2 hours, it would have traveled a distance of 60 miles/hour * 2 hours = 120 miles.
The train traveling east is moving at a speed of 80 miles per hour. After 2 hours, it would have traveled a distance of 80 miles/hour",Pythagorean Theorem,Hard,2
69,"A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?",$825,"Regular pay = 40 * $15 = $600
Overtime pay = 10 * $22.50 = $225
Total earnings = $600 + $225 = $825","Solve the following math problem: A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?
Answer: Let's think step by step.Step 1: Identify the regular hours and overtime hours.
The worker worked 50 hours in a week, which means he worked 10 hours of overtime (50 hours - 40 hours).

Step 2: Calculate the regular pay.
The worker is paid $15 per hour for the first 40 hours, so his regular pay is $15 * 40 = $600.

Step 3: Calculate the overtime pay.
The worker is paid $22.50 for overtime, so his overtime pay is $22.50 * 10 = $2",Wage Problems,Medium,1
70,A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?,2 miles per hour,"Let boat speed in still water = b, current speed = c
Downstream speed = b + c = 30/3 = 10 mph
Upstream speed = b - c = 30/5 = 6 mph
Solve for c = 2 mph","Solve the following math problem: A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?
Answer: Let's think step by step.First, we need to define our variables. Let's let $d$ represent the distance traveled from the starting point, $r$ represent the rate of the boat (speed of the boat without the current), and $c$ represent the speed of the current.

We are given two pieces of information: the boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. We can use these to create two equations.

For the first part of the journey, the boat is traveling with the current, so its effective speed is $r+c$. We know the distance is 30 miles and the time is 3 hours, so we",Current-Speed Problems,Medium,3
71,"A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?","$1,050","Savings = 100% - 40% - 25% = 35% of income
Savings = 35% * 3000 = $1,050","Solve the following math problem: A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?
Answer:First, we need to find out how much the family spends on rent and food. 

1. Calculate the amount spent on rent:
To find the amount spent on rent, we need to multiply the monthly income by the percentage spent on rent (40%).
Amount spent on rent = $3,000 * 0.40 = $1,200

2. Calculate the amount spent on food:
Similarly, to find the amount spent on food, we need to multiply the monthly income by the percentage spent on food (25%).
Amount spent on food = $3,000 * 0.25 = $750",Percentage Problems,Easy,2
72,The sum of three consecutive even numbers is 72. What are the numbers?,"22, 24, and 26","Let numbers = x, x + 2, x + 4
x + (x + 2) + (x + 4) = 72
3x + 6 = 72
Solve for x = 22","Solve the following math problem: The sum of three consecutive even numbers is 72. What are the numbers?
Answer: Let's think step by step.Step 1: Define the three consecutive even numbers.
To make the problem easier to solve, let's define the three consecutive even numbers as x, x+2, and x+4.

Step 2: Write the equation based on the given information.
The sum of the three numbers is given as 72, so we can write the equation as follows:
x + (x+2) + (x+4) = 72

Step 3: Simplify the equation.
Combine like terms on the left side of the equation:
3x + 6 = 72

Step 4: Solve for x",Consecutive Numbers,Medium,4
73,A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?,160 units,"Rate of production = 100/5 = 20 units per hour
Units in 8 hours = 20 * 8 = 160 units","Solve the following math problem: A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?
Answer: 160

Explanation: First, we need to find the factory's production rate per hour. To do this, we can divide the total units produced (100) by the total hours it took (5):

Production rate per hour = 100 units / 5 hours = 20 units per hour

Now that we know the factory produces 20 units per hour, we can use this rate to find out how many units it can produce in 8 hours. To do this, we can multiply the production rate per hour by the number of hours:

Units produced in 8 hours = 20 units per hour × 8 hours = 1",Proportion Problems,Easy,2
74,A student scores 85% on a test with 120 questions. How many questions did they answer correctly?,102 questions,Correct answers = 85% of 120 = 0.85 * 120 = 102,"Solve the following math problem: A student scores 85% on a test with 120 questions. How many questions did they answer correctly?
Answer: Let's think step by step.First, we need to understand that the student's score is represented as a percentage of the total number of questions. In this case, the student scored 85% out of 120 questions.

Next, we need to calculate what this percentage represents in terms of the total number of questions. To do this, we multiply the total number of questions by the student's score percentage. This can be represented mathematically as:

Number of correct answers = Total number of questions × Score percentage

Substituting the given values into the equation, we get:

Number of correct answers = 120 × 85%

However",Percentage Problems,Easy,3
75,"A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?",$160,"Interest = Principal * Rate * Time
Interest = 2000 * 0.04 * 2 = $160","Solve the following math problem: A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?
Answer: To solve this problem, we need to determine the amount of interest earned on the initial deposit of $2,000 over a period of 2 years at an annual interest rate of 4%.

Step 1: Identify the given information
- Initial deposit: $2,000
- Annual interest rate: 4%
- Time period: 2 years

Step 2: Calculate the interest earned each year
To find the interest earned each year, we can use the formula for simple interest:

Interest = Principal * (1 + Interest Rate) ^ Time - Principal

Interest = $2,000 * (1 + 0.04",Simple Interest Problems,Easy,1
76,A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?,8 cups of sugar,"Ratio of sugar to flour = 2:3
For 12 cups of flour: (2/3) * 12 = 8 cups of sugar","Solve the following math problem: A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?
Answer: 12 cups of flour is needed.

Step 1: Determine the ratio of sugar to flour. The recipe calls for 2 cups of sugar for every 3 cups of flour. This means that for every 3 cups of flour, we need 2 cups of sugar.

Step 2: Find out how much sugar is needed for 12 cups of flour. To do this, we can set up a proportion: 

2 cups of sugar / 3 cups of flour = x cups of sugar / 12 cups of flour

This proportion states that the ratio of sugar to flour (2:3) is the same as the ratio of x cups of sugar to 12 cups",Ratios,Easy,4
77,"A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?",60 seats,"Filled seats = 300 * 0.80 = 240
Empty seats = 300 - 240 = 60","Solve the following math problem: A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?
Answer:First, we need to find out how many seats are filled. We know that 80% of the seats are filled, and the total number of seats is 300. To find the number of filled seats, we can multiply the total number of seats by the percentage of filled seats:

Number of filled seats = 300 x (80/100)
Number of filled seats = 300 x 0.8
Number of filled seats = 240

Now that we know 240 seats are filled, we can find the number of empty seats by subtracting the number of filled seats from the total number of seats:

Number of empty",Percentage Problems,Easy,2
78,A bike costs $200 after a 25% discount. What was the original price?,$266.67,"Let original price = x
x * (1 - 0.25) = 200
x * 0.75 = 200
x = 200 / 0.75 = $266.67","Solve the following math problem: A bike costs $200 after a 25% discount. What was the original price?
Answer: Let's think step by step.Step 1: Understand the problem.
We know that the bike costs $200 after a 25% discount. This means that the discounted price is 75% of the original price (100% - 25% = 75%).

Step 2: Set up an equation.
Let's denote the original price as $x$. We know that 75% of the original price is equal to the discounted price, which is $200. So, we can write the equation as:
0.75x = 200

Step 3: Solve the equation.
To",Percentage Problems,Medium,1
79,A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?,25 bags,Number of bags = 150 / 6 = 25 bags,"Solve the following math problem: A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?
Answer: Let's think step by step.The farmer has 150 apples in total. He sells them in bags of 6 apples each. We need to find out how many bags he sells.

Step 1: Understand the problem
The farmer has 150 apples and he sells them in bags of 6 apples each. We need to find out how many bags he sells.

Step 2: Divide the total number of apples by the number of apples in each bag
To find out how many bags the farmer sells, we need to divide the total number of apples by the number of apples in each bag. In this case,",Division,Easy,2
80,"A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?",0.32,"Total balls = 5 + 8 + 7 = 20
Probability of blue = 8 / 20 = 0.32","Solve the following math problem: A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?
Answer: The probability of drawing a blue ball can be found using the formula:

Probability = (Number of favorable outcomes) / (Total number of possible outcomes)

In this case, the number of favorable outcomes is the number of blue balls, which is 8. The total number of possible outcomes is the total number of balls in the box, which is 5 red balls + 8 blue balls + 7 green balls = 20 balls.

So, the probability of drawing a blue ball is:

Probability = 8 / 20

To simplify the fraction, we can divide both the numerator and the denominator by their greatest common divisor, which is",Probability,Medium,1
