question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
69,"A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?",825,"Regular pay = 40 * $15 = $600
Overtime pay = 10 * $22.50 = $225
Total earnings = $600 + $225 = $825","Solve the following math problem: A worker is paid $15 per hour for the first 40 hours and $22.50 for overtime. If he worked 50 hours in a week, how much did he earn?
Answer: $1,275",Wage Problems,Medium,1
70,A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?,2,"Let boat speed in still water = b, current speed = c
Downstream speed = b + c = 30/3 = 10 mph
Upstream speed = b - c = 30/5 = 6 mph
Solve for c = 2 mph","Solve the following math problem: A boat travels 30 miles downstream in 3 hours and returns upstream in 5 hours. What is the speed of the current?
Answer: 5 miles per hour",Current-Speed Problems,Medium,0
71,"A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?","1,050","Savings = 100% - 40% - 25% = 35% of income
Savings = 35% * 3000 = $1,050","Solve the following math problem: A family spends 40% of their income on rent, 25% on food, and saves the rest. If their monthly income is $3,000, how much do they save?
Answer: $3,000 x 0.30 = $900

Explanation: To find out how much the family saves each month, we need to calculate the amount spent on rent and food, and then subtract that from their total income. 

First, let's calculate the cost of rent: 
Rent = Monthly income x Percentage spent on rent 
Rent = $3,000 x 0.40 
Rent = $1,200 

Next, let's calculate the cost of food: 
Food = Monthly income x Percentage spent on food 
Food = $3,",Percentage Problems,Easy,1
72,The sum of three consecutive even numbers is 72. What are the numbers?,"22, 24, and 26","Let numbers = x, x + 2, x + 4
x + (x + 2) + (x + 4) = 72
3x + 6 = 72
Solve for x = 22","Solve the following math problem: The sum of three consecutive even numbers is 72. What are the numbers?
Answer: 24, 26, 22",Consecutive Numbers,Medium,12
73,A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?,160 ,"Rate of production = 100/5 = 20 units per hour
Units in 8 hours = 20 * 8 = 160 units","Solve the following math problem: A factory can produce 100 units in 5 hours. How many units can it produce in 8 hours?
Answer: 200 units",Proportion Problems,Easy,3
74,A student scores 85% on a test with 120 questions. How many questions did they answer correctly?,102,Correct answers = 85% of 120 = 0.85 * 120 = 102,"Solve the following math problem: A student scores 85% on a test with 120 questions. How many questions did they answer correctly?
Answer: 102",Percentage Problems,Easy,4
75,"A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?",160,"Interest = Principal * Rate * Time
Interest = 2000 * 0.04 * 2 = $160","Solve the following math problem: A person deposits $2,000 in a bank account with an annual interest rate of 4%. How much interest will they earn in 2 years?
Answer: $800",Simple Interest Problems,Easy,1
76,A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?,8,"Ratio of sugar to flour = 2:3
For 12 cups of flour: (2/3) * 12 = 8 cups of sugar","Solve the following math problem: A recipe calls for 2 cups of sugar for every 3 cups of flour. How much sugar is needed for 12 cups of flour?
Answer: 8 cups of sugar",Ratios,Easy,1
77,"A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?",60,"Filled seats = 300 * 0.80 = 240
Empty seats = 300 - 240 = 60","Solve the following math problem: A theater has 300 seats. If 80% of the seats are filled, how many seats are empty?
Answer: 240 seats are empty.",Percentage Problems,Easy,1
78,A bike costs $200 after a 25% discount. What was the original price?,266.67,"Let original price = x
x * (1 - 0.25) = 200
x * 0.75 = 200
x = 200 / 0.75 = $266.67","Solve the following math problem: A bike costs $200 after a 25% discount. What was the original price?
Answer: $266.67",Percentage Problems,Medium,10
79,A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?,25,Number of bags = 150 / 6 = 25 bags,"Solve the following math problem: A farmer has 150 apples. He sells them in bags of 6 apples each. How many bags does he sell?
Answer: 25 bags",Division,Easy,3
80,"A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?",0.32,"Total balls = 5 + 8 + 7 = 20
Probability of blue = 8 / 20 = 0.32","Solve the following math problem: A box contains 5 red balls, 8 blue balls, and 7 green balls. What is the probability of drawing a blue ball?
Answer: 8/20 or 0.4",Probability,Medium,2
81,A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?,40,Average speed = Distance / Time = 60 miles / 1.5 hours = 40 miles/hour,"Solve the following math problem: A car travels 60 miles in 1.5 hours. What is its average speed in miles per hour?
Answer: 40 miles per hour",Distance-Rate-Time,Easy,3
82,"In a class of 30 students, 18 are boys. What fraction of the class are girls?",2/5,"Number of girls = 30 - 18 = 12
Fraction of girls = 12 / 30 = 2/5","Solve the following math problem: In a class of 30 students, 18 are boys. What fraction of the class are girls?
Answer: 9/30 = 1/3",Fractions,Easy,2
83,"If a train leaves the station traveling at 75 miles per hour, how far will it travel in 4 hours?",300,Distance = Speed * Time = 75 miles/hour * 4 hours = 300 miles,"Solve the following math problem: If a train leaves the station traveling at 75 miles per hour, how far will it travel in 4 hours?
Answer: 300 miles",Distance-Rate-Time,Easy,4
84,A product originally priced at $50 is marked down by $10. What is the new price?,40,New price = $50 - $10 = $40,"Solve the following math problem: A product originally priced at $50 is marked down by $10. What is the new price?
Answer: $40",Simple Operations,Easy,3
85,A rectangular field has a length of 50 meters and a width of 30 meters. What is the area of the field?,"1,500 ","Area = Length * Width = 50 * 30 = 1,500 square meters","Solve the following math problem: A rectangular field has a length of 50 meters and a width of 30 meters. What is the area of the field?
Answer: The area of the field is 1500 square meters.
Explanation: To find the area of a rectangle, you need to multiply its length by its width. In this case, the length of the field is 50 meters and the width is 30 meters. So, the area of the field is: 50 x 30 = 1500 square meters.",Geometry,Easy,2
86,"Two numbers add up to 50. If one number is 10 more than the other, what are the numbers?",20 and 30,"Let the smaller number be x, larger number = x + 10
x + (x + 10) = 50
2x + 10 = 50, x = 20","Solve the following math problem: Two numbers add up to 50. If one number is 10 more than the other, what are the numbers?
Answer: 20 and 30",Linear Equations,Medium,12
87,"A bag contains 10 red, 6 blue, and 4 green marbles. If one marble is drawn at random, what is the probability it is not blue?",0.80,"Total marbles = 10 + 6 + 4 = 20
Non-blue marbles = 10 + 4 = 14
Probability = 14 / 20 = 0.80","Solve the following math problem: A bag contains 10 red, 6 blue, and 4 green marbles. If one marble is drawn at random, what is the probability it is not blue?
Answer: 16/20 or 8/10",Probability,Medium,3
88,A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?,12,Average speed = Distance / Time = 24 miles / 2 hours = 12 miles/hour,"Solve the following math problem: A cyclist travels 24 miles in 2 hours. What is the average speed in miles per hour?
Answer: 12 miles/hour",Distance-Rate-Time,Easy,3
89,"A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend?",23,Total cost = (5 * 3) + (4 * 2) = 15 + 8 = $23,"Solve the following math problem: A store sells notebooks for $3 each and pens for $2 each. If a student buys 5 notebooks and 4 pens, how much does the student spend?
Answer: $17",Simple Operations,Easy,1
90,"A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?",144,Total volume = 48 items * 3 cubic inches/item = 144 cubic inches,"Solve the following math problem: A box can hold 48 items. If each item takes up 3 cubic inches, what is the total volume of the box?
Answer: 144 cubic inches",Volume Problems,Easy,4
91,"A car's fuel efficiency is 25 miles per gallon. If the car has a 15-gallon tank, how many miles can it travel on a full tank?",375,Distance = Fuel efficiency * Gallons = 25 miles/gallon * 15 gallons = 375 miles,"Solve the following math problem: A car's fuel efficiency is 25 miles per gallon. If the car has a 15-gallon tank, how many miles can it travel on a full tank?
Answer: 375 miles",Distance-Rate-Time,Medium,3
92,A recipe requires 4 cups of flour for 2 loaves of bread. How much flour is needed for 5 loaves?,10,"Flour per loaf = 4 cups / 2 loaves = 2 cups/loaf
Flour for 5 loaves = 2 cups/loaf * 5 = 10 cups","Solve the following math problem: A recipe requires 4 cups of flour for 2 loaves of bread. How much flour is needed for 5 loaves?
Answer: 30 cups of flour are needed for 5 loaves of bread.",Proportion Problems,Easy,1
93,"If a person earns $50,000 a year and receives a 10% raise, what will their new salary be?","55,000","New salary = $50,000 * (1 + 0.10) = $55,000","Solve the following math problem: If a person earns $50,000 a year and receives a 10% raise, what will their new salary be?
Answer: $55,000",Percentage Problems,Easy,8
94,A triangle has two sides of lengths 5 and 12. What is the length of the third side if the perimeter is 30?,13,"Let third side = x, 5 + 12 + x = 30
x = 30 - 17 = 13","Solve the following math problem: A triangle has two sides of lengths 5 and 12. What is the length of the third side if the perimeter is 30?
Answer: 10",Geometry,Medium,3
95,"If 75% of a number is 60, what is the number?",80,"Let number = x, 0.75x = 60
x = 60 / 0.75 = 80","Solve the following math problem: If 75% of a number is 60, what is the number?
Answer: 80",Percentage Problems,Medium,4
96,"A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?",12,Upstream speed = boat speed - current speed = 15 - 3 = 12 miles/hour,"Solve the following math problem: A boat can travel at 15 miles per hour in still water. If the current is 3 miles per hour, what is the boat's speed upstream?
Answer: 12 miles per hour",Current-Speed Problems,Medium,2
97,"A box contains 20 chocolates, 12 are dark chocolate. What fraction of the chocolates are not dark chocolate?",2/5,"Number of non-dark chocolates = 20 - 12 = 8
Fraction not dark = 8 / 20 = 2/5","Solve the following math problem: A box contains 20 chocolates, 12 are dark chocolate. What fraction of the chocolates are not dark chocolate?
Answer: 8/20",Fractions,Easy,3
98,A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?,750,"Miles per gallon = 300 miles / 10 gallons = 30 miles/gallon
Distance = 30 miles/gallon * 25 gallons = 750 miles","Solve the following math problem: A car can travel 300 miles on 10 gallons of gas. How many miles can it travel on 25 gallons?
Answer: 450 miles",Distance-Rate-Time,Medium,3
99,"A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?",18,Tip = 15% of $120 = 0.15 * 120 = $18,"Solve the following math problem: A restaurant bill is $120. If you want to leave a 15% tip, how much should you leave?
Answer: $18",Percentage Problems,Easy,3
100,"A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?",2,Weight per part = 8 pounds / 4 = 2 pounds,"Solve the following math problem: A package weighs 8 pounds. If you want to divide it into 4 equal parts, how much does each part weigh?
Answer: 2 pounds",Division,Easy,1
